song_id,song_name,quality,audio_file_id,audio_file_unique_id,image_file_id,image_file_unique_id,album,artist,release_date,duration,download_url,image_url
tUhpuE-9,Yolo,320kbps,CQACAgUAAxkDAAIC_2hWDa-kUS_9UraRpIsjjK4gtEVuAALwFgACp_SwVnj8WC_O89zSNgQ,AgAD8BYAAqf0sFY,AgACAgUAAxkDAAIBc2hVmC6CI2NfYQ2-6W18SoO1uRfqAAL6wzEbp_SwVr6Ez9EaO0o-AQADAgADeAADNgQ,AQAD-sMxG6f0sFZ9,"{'id': '60414155', 'name': 'Kanguva (Telugu)', 'url': 'https://www.jiosaavn.com/album/kanguva-telugu/5Z9,lVsTIG8_'}",,2024-12-11,238,http://aac.saavncdn.com/248/19f944494d61c5ccb85160c5467a8799_320.mp4,
G_h8-ZoA,Dippam Dappam,320kbps,CQACAgUAAxkDAAIDAmhWDchKtGgpeIkdzqTmeazUFWGXAALyFgACp_SwVnwrpBMnC7maNgQ,AgAD8hYAAqf0sFY,AgACAgUAAxkDAAIBdWhVmDrXfWt21HxZO896lLHClcCGAAL7wzEbp_SwVjOBfX6AAAF-rQEAAwIAA3gAAzYE,AQAD-8MxG6f0sFZ9,"{'id': '34588482', 'name': 'Kaathuvaakula Rendu Kaadhal (Original Motion Picture Soundtrack)', 'url': 'https://www.jiosaavn.com/album/kaathuvaakula-rendu-kaadhal-original-motion-picture-soundtrack/So3yiQ8Il5I_'}",,2022-04-28,209,http://aac.saavncdn.com/403/da61e4e34b6fe98fbb787a9353f41892_320.mp4,
BX1K6XZU,Maruvaarthai,320kbps,CQACAgUAAxkDAAIDBWhWDelTNfP0Kdzr5hz9_GVcFk8YAAL0FgACp_SwVvY_74QMs9OoNgQ,AgAD9BYAAqf0sFY,AgACAgUAAxkDAAIBd2hVmEMBWKdiAAFZusNpGKHoDtXcUwAC_MMxG6f0sFbxKsyuV_8n6gEAAwIAA3gAAzYE,AQAD_MMxG6f0sFZ9,"{'id': '45242800', 'name': 'Enai Noki Paayum Thota', 'url': 'https://www.jiosaavn.com/album/enai-noki-paayum-thota/zG1SJk33W8Y_'}",,2023-05-09,356,http://aac.saavncdn.com/541/053790ea82e4bd0a86769943d297b1ed_320.mp4,
2W5L2FLP,His Name is John,320kbps,CQACAgUAAxkDAAIDCGhWDgABfedPvFTWYV1xrPRq4ROYbgAC9hYAAqf0sFaNZREa8otWAzYE,AgAD9hYAAqf0sFY,AgACAgUAAxkDAAIBeWhVmFHbfs9nNnoTUM6wNUUXHC8RAAL9wzEbp_SwVmDkgfiTJ6kuAQADAgADeAADNgQ,AQAD_cMxG6f0sFZ9,"{'id': '49949293', 'name': 'Dhruva Natchathiram (Original Motion Picture Soundtrack)', 'url': 'https://www.jiosaavn.com/album/dhruva-natchathiram-original-motion-picture-soundtrack/mh1tn6V,E9Q_'}",,2023-11-24,229,http://aac.saavncdn.com/265/1da8258cc1b7baf73bc2fc780a868254_320.mp4,
aRZbUYD7,Tum Tum,320kbps,CQACAgUAAxkDAAIDC2hWDhehgO5tkrRbZ_gQE_4_BIXnAAL4FgACp_SwVs27sZQsNzYGNgQ,AgAD-BYAAqf0sFY,AgACAgUAAxkDAAIBe2hVmGf80Wvp14iMUuCbdi7LrErgAAL-wzEbp_SwVsj4fYvCzoIpAQADAgADeAADNgQ,AQAD_sMxG6f0sFZ9,"{'id': '1139549', 'name': 'Aashiqui 2', 'url': 'https://www.jiosaavn.com/album/aashiqui-2/-iNdCmFNV9o_'}",,2013-04-04,262,https://aac.saavncdn.com/430/5c5ea5cc00e3bff45616013226f376fe_320.mp4,
uVAEjP2n,Osarattum Pathu Thala,320kbps,CQACAgUAAxkDAAIDDmhWDjR_CDoDqjISgkJyK9vrzyJ8AAL6FgACp_SwVl7TZ9KZmRUFNgQ,AgAD-hYAAqf0sFY,AgACAgUAAxkDAAIBfWhVmHITErv0MUogLIjc08nKf4VlAAL_wzEbp_SwVlE6foNlNsimAQADAgADeAADNgQ,AQAD_8MxG6f0sFZ9,"{'id': '43946054', 'name': 'Osarattum Pathu Thala (From &quot;Pathu Thala&quot;)', 'url': 'https://www.jiosaavn.com/album/osarattum-pathu-thala-from-pathu-thala/4S-hBbcbRqk_'}",,2023-03-28,290,http://aac.saavncdn.com/084/4832862f6c151a6d471d5ea171376b71_320.mp4,
mGfJJZC7,Aradhya,320kbps,CQACAgUAAxkDAAIDEmhWDl-dxIzKufJXMhFPWuuF2eMQAAL9FgACp_SwVrZOCV9t09YXNgQ,AgAD_RYAAqf0sFY,AgACAgUAAxkDAAIBf2hVmH8_8GMqO1YBVpU9602i2CnHAAPEMRun9LBW9ctlAAGnSlRSAQADAgADeAADNgQ,AQAExDEbp_SwVn0,"{'id': '53849968', 'name': 'Kushi (Telugu)', 'url': 'https://www.jiosaavn.com/album/kushi-telugu/W98UnylgH48_'}",,2023-08-29,282,http://aac.saavncdn.com/679/85bf5d4b59843045f816ac905fd97219_320.mp4,
sa4mKbze,Nenjukkul Peidhidum,320kbps,CQACAgUAAxkDAAIDFWhWDoB6IIjJETGP9_3I8HCMeO-WAAL_FgACp_SwVlUi6cUQzLpbNgQ,AgAD_xYAAqf0sFY,AgACAgUAAxkDAAIBgWhVmIqfR9meqE_N2DX5amlS7SP1AAIBxDEbp_SwVi8FrLkrNEldAQADAgADeAADNgQ,AQADAcQxG6f0sFZ9,"{'id': '12451236', 'name': 'Vaaranam Aayiram', 'url': 'https://www.jiosaavn.com/album/vaaranam-aayiram/OijNJGhNlGs_'}",,2008-10-02,369,https://aac.saavncdn.com/635/7482341659875f67c658dc9a7d7a2ad4_320.mp4,
CFJTz-yJ,Ther Thiruvizha,320kbps,CQACAgUAAxkDAAIDGmhWDtJN6kN-Ftu4CM2apGN2vMVXAAICFwACp_SwVsOmZ-aYyzH1NgQ,AgADAhcAAqf0sFY,AgACAgUAAxkDAAIBRWhVluJpQFlx3jvBdfb6pjEzZL0xAALtwzEbp_SwVjXNpYg7xk0TAQADAgADeAADNgQ,AQAD7cMxG6f0sFZ9,"{'id': '51420092', 'name': 'Lal Salaam', 'url': 'https://www.jiosaavn.com/album/lal-salaam/YM70ga1PImw_'}",,2024-01-26,466,http://aac.saavncdn.com/626/b39408b3e400a0d245aad4065645ca58_320.mp4,
DwA2zged,Eeriye,320kbps,CQACAgUAAxkDAAIDHmhWDvO7m8RMnBS0l2zi1-S1gbqaAAIFFwACp_SwVqMh9B-gKyAYNgQ,AgADBRcAAqf0sFY,AgACAgUAAxkDAAIBhWhVmKd3I_iaRdXB0bMWwUwHs2k6AAICxDEbp_SwVigE8POH9ZICAQADAgADeAADNgQ,AQADAsQxG6f0sFZ9,"{'id': '48672404', 'name': 'Eeriye (feat. Sudharshan Ashok)', 'url': 'https://www.jiosaavn.com/album/eeriye-feat.-sudharshan-ashok/,mXtRjKWVeE_'}",,2023-10-10,194,https://aac.saavncdn.com/583/9ee6b8a95808e684f3fd19c10f320959_320.mp4,
tzCson1z,Muththa Mazhai,320kbps,CQACAgUAAxkDAAIDIWhWDwj-Vm04EiD3djd2S-HFeKDJAAIHFwACp_SwVmYhJpmblyqTNgQ,AgADBxcAAqf0sFY,AgACAgUAAxkDAAP0aFUbGkOHGLUlLjUl3KUAAWYPokXsAAJxwzEbp_SoVh1XvKc96sHgAQADAgADeAADNgQ,AQADccMxG6f0qFZ9,"{'id': '64876372', 'name': 'Thug Life (Tamil)', 'url': 'https://www.jiosaavn.com/album/thug-life-tamil/9-hvThwL9Es_'}",,2025-05-24,241,http://aac.saavncdn.com/880/6c324212f1ce591b2877ebf4e5037126_320.mp4,
Tg6XFVk1,Kanimaa,320kbps,CQACAgUAAxkDAAIDJGhWDyDU-H_JbGanGSmrfop4xkL_AAIJFwACp_SwVuR1GKjH774eNgQ,AgADCRcAAqf0sFY,AgACAgUAAxkDAAIBiWhVmLzkAAEm_1u6vG0mkUAXS2xfqwACA8QxG6f0sFYGw-wD8Nc3owEAAwIAA3gAAzYE,AQADA8QxG6f0sFZ9,"{'id': '63092396', 'name': 'Kanimaa (From &quot;Retro&quot;)', 'url': 'https://www.jiosaavn.com/album/kanimaa-from-retro/239aI9x9Bz4_'}",,2025-03-21,243,https://aac.saavncdn.com/349/3ec53230f4bb2f7c614a4f93269c3596_320.mp4,
ALVKBK_c,Og Sambavam,320kbps,CQACAgUAAxkDAAIDJ2hWDzZgEKFXZMqt18K5WPIBxhf_AAILFwACp_SwViZPAsPNDgoWNgQ,AgADCxcAAqf0sFY,AgACAgUAAxkDAAIBi2hVmMXJyI3OXX4Lz0zmR0zDSiOAAAIExDEbp_SwVsK5CNah78rlAQADAgADeAADNgQ,AQADBMQxG6f0sFZ9,"{'id': '62998819', 'name': 'Og Sambavam (From &quot;Good Bad Ugly&quot;)', 'url': 'https://www.jiosaavn.com/album/og-sambavam-from-good-bad-ugly/2bELtr8F4Q8_'}",,2025-03-18,198,http://aac.saavncdn.com/960/77d6b9dd341844e951247e3b305e0af8_320.mp4,
tH72sU_Z,Kannadi Poove,320kbps,CQACAgUAAxkDAAIDKmhWD1GqKMkXHDOG1oAzue9kPv0LAAINFwACp_SwVmx1kz-TpWdgNgQ,AgADDRcAAqf0sFY,AgACAgUAAxkDAAIBjWhVmM7DP7Gzh-B6K_SWQOLXhSPSAAIFxDEbp_SwVoL3RiTRkOrYAQADAgADeAADNgQ,AQADBcQxG6f0sFZ9,"{'id': '61973833', 'name': 'Kannadi Poove (From &quot;Retro&quot;)', 'url': 'https://www.jiosaavn.com/album/kannadi-poove-from-retro/Irr-bssLPjM_'}",,2025-02-13,261,http://aac.saavncdn.com/666/d1e98347273c89383575a921cad62615_320.mp4,
KDKgBdqz,O Maara,320kbps,CQACAgUAAxkDAAIDLWhWD2HYF_u-OXh7MBiX9mq7iAiLAAIPFwACp_SwVsUcUi0bBFK6NgQ,AgADDxcAAqf0sFY,AgACAgUAAxkDAAP0aFUbGkOHGLUlLjUl3KUAAWYPokXsAAJxwzEbp_SoVh1XvKc96sHgAQADAgADeAADNgQ,AQADccMxG6f0qFZ9,"{'id': '64876372', 'name': 'Thug Life (Tamil)', 'url': 'https://www.jiosaavn.com/album/thug-life-tamil/9-hvThwL9Es_'}",,2025-05-24,180,http://aac.saavncdn.com/880/fd7598f1ac822b07c2f489f2b0704446_320.mp4,
hYKfzsaN,Anju Vanna Poove,320kbps,CQACAgUAAxkDAAIDMGhWD3m817gYzcWl8ubBpy78Z2HGAAIRFwACp_SwVu3O7PoM2_WzNgQ,AgADERcAAqf0sFY,AgACAgUAAxkDAAP0aFUbGkOHGLUlLjUl3KUAAWYPokXsAAJxwzEbp_SoVh1XvKc96sHgAQADAgADeAADNgQ,AQADccMxG6f0qFZ9,"{'id': '64876372', 'name': 'Thug Life (Tamil)', 'url': 'https://www.jiosaavn.com/album/thug-life-tamil/9-hvThwL9Es_'}",,2025-05-24,277,http://aac.saavncdn.com/880/fffa89bcf4506f3e86c15f372d31680f_320.mp4,
g0bsYljB,Ranagalam,320kbps,CQACAgUAAxkDAAIDNGhWD5jW482ThUxvyMnMpoBCJLphAAIUFwACp_SwVjGVDIjHkQ1VNgQ,AgADFBcAAqf0sFY,AgACAgUAAxkDAAIBk2hVmPbUv8qINZFjyofeX8q1NV6HAAIGxDEbp_SwVp5yHdQiCyO1AQADAgADeAADNgQ,AQADBsQxG6f0sFZ9,"{'id': '63653085', 'name': 'Good Bad Ugly - Tamil', 'url': 'https://www.jiosaavn.com/album/good-bad-ugly-tamil/nxOmVvwbItU_'}",,2025-04-10,194,http://aac.saavncdn.com/953/e454ab73d50959bfd998e971e72c3a50_320.mp4,
qd8xWKJ4,Hukum Reloaded - Tamil,320kbps,CQACAgUAAxkDAAIDN2hWD6XLe2mCQVZHsSIbsHoiZtLRAAIWFwACp_SwViywQbQQcD2QNgQ,AgADFhcAAqf0sFY,AgACAgUAAxkDAAIBlWhVmQABsL-iJ1Ssto0yCyzJiUFi1AACB8QxG6f0sFZDMyL8AAHIBk4BAAMCAAN4AAM2BA,AQADB8QxG6f0sFZ9,"{'id': '61222265', 'name': 'Hukum Reloaded - Tamil (From &quot;Jailer 2&quot;)', 'url': 'https://www.jiosaavn.com/album/hukum-reloaded-tamil-from-jailer-2/HFN9QrK4GNE_'}",,2025-01-14,91,http://aac.saavncdn.com/353/4d8d285311602f0a36ade49be29b2370_320.mp4,
wCBV26Oa,Sugar Baby,320kbps,CQACAgUAAxkDAAIDO2hWD8WmTBBNPsbInWAEV4od68cJAAIaFwACp_SwVhDaK6TndbKWNgQ,AgADGhcAAqf0sFY,AgACAgUAAxkDAAP0aFUbGkOHGLUlLjUl3KUAAWYPokXsAAJxwzEbp_SoVh1XvKc96sHgAQADAgADeAADNgQ,AQADccMxG6f0qFZ9,"{'id': '64876372', 'name': 'Thug Life (Tamil)', 'url': 'https://www.jiosaavn.com/album/thug-life-tamil/9-hvThwL9Es_'}",,2025-05-24,199,http://aac.saavncdn.com/880/0e052e2af8b19df7a0c19802635bb40d_320.mp4,
tmGQ_OgW,Yedi,320kbps,CQACAgUAAxkDAAIDPmhWD9yS7eIDlR5PGlbHOm5EXnqjAAIcFwACp_SwVn-aN8EktOZpNgQ,AgADHBcAAqf0sFY,AgACAgUAAxkDAAIBmWhVmRIYkzHzuBZaCrtxyqUnS1bfAAIIxDEbp_SwVg1jpRAmyFNTAQADAgADeAADNgQ,AQADCMQxG6f0sFZ9,"{'id': '63325801', 'name': 'Nilavuku En Mel Ennadi Kobam', 'url': 'https://www.jiosaavn.com/album/nilavuku-en-mel-ennadi-kobam/csaLnKJZDcI_'}",,2025-04-01,201,https://aac.saavncdn.com/289/03d728e81293a6a4f3eafcecd09424e3_320.mp4,
uhXVlwVm,Poyivaa Nanba,320kbps,CQACAgUAAxkDAAIDQWhWD_B8OGm_j5CZSkmDtS2XriCfAAIfFwACp_SwViqvqgTlwwbZNgQ,AgADHxcAAqf0sFY,AgACAgUAAxkDAAIBm2hVmRx1UNEv5UqJLtO791K_IFswAAIJxDEbp_SwVsbN_z-RiuM9AQADAgADeAADNgQ,AQADCcQxG6f0sFZ9,"{'id': '63918411', 'name': 'Kuberaa - Tamil', 'url': 'https://www.jiosaavn.com/album/kuberaa-tamil/tqGiY15MY2U_'}",,2025-04-20,243,http://aac.saavncdn.com/079/96b709ec039f0ca75ae29f09adfb7b90_320.mp4,
xH01IxLv,Edharkaga Marubadi,320kbps,CQACAgUAAxkDAAIDRGhWEArwFEfdNnHGTXIWWy8_x4wAAyIXAAKn9LBWlW7_eifHCXw2BA,AgADIhcAAqf0sFY,AgACAgUAAxkDAAIBnWhVmSf6lq3F_v47dxQG-o07Uqn8AAIKxDEbp_SwVrhlcS6CXfv2AQADAgADeAADNgQ,AQADCsQxG6f0sFZ9,"{'id': '64846015', 'name': 'Retro - Side B', 'url': 'https://www.jiosaavn.com/album/retro-side-b/aDDOXKJoV7M_'}",,2025-05-23,257,http://aac.saavncdn.com/483/412d110e3efb7ffece6e749fc8ad3017_320.mp4,
PAkU3KaS,Ak - The Tiger,320kbps,CQACAgUAAxkDAAIDT2hWHLv0QPSRkNEH-gwZddMe3eXdAAI3FwACp_SwVpTbFRiumapaNgQ,AgADNxcAAqf0sFY,AgACAgUAAxkDAAIBoWhVmT1i-I55EPCc4rbd11XjI__JAAILxDEbp_SwVuHdR564LyTRAQADAgADeAADNgQ,AQADC8QxG6f0sFZ9,"{'id': '63630725', 'name': 'Ak - The Tiger (From &quot;Good Bad Ugly&quot;)', 'url': 'https://www.jiosaavn.com/album/ak-the-tiger-from-good-bad-ugly/n,n96s6PWBk_'}",,2025-04-09,203,https://aac.saavncdn.com/648/de093178f1dd79d1ad6dfdb13618b9b6_320.mp4,
8DAPDTmI,Yendi Vittu Pona,320kbps,CQACAgUAAxkDAAIDU2hWHNHt30zPA7YqGVKRUSRTFul3AAI6FwACp_SwVuivno37mHOFNgQ,AgADOhcAAqf0sFY,AgACAgUAAxkDAAIBo2hVmUldiBot7q5GSHXDi2PnkM8nAAIMxDEbp_SwVjxOEPhz4fiFAQADAgADeAADNgQ,AQADDMQxG6f0sFZ9,"{'id': '60900973', 'name': 'Dragon', 'url': 'https://www.jiosaavn.com/album/dragon/cQmQhIXCJjI_'}",,2025-01-02,258,http://aac.saavncdn.com/236/d8dfc7716d8f5db7a380b6faef69a674_320.mp4,
KZmo_fUt,Ace Anthem,320kbps,CQACAgUAAxkDAAIDVmhWHOTFk4NiSC_atmfZJwT3z1s6AAI8FwACp_SwVrPXiUuXgz-ENgQ,AgADPBcAAqf0sFY,AgACAgUAAxkDAAIBpWhVmVYpRs1lk2zokboPv2FKswnVAAINxDEbp_SwVqOOyOLIIbz_AQADAgADeAADNgQ,AQADDcQxG6f0sFZ9,"{'id': '54395760', 'name': 'Ace (Original Motion Picture Soundtrack)', 'url': 'https://www.jiosaavn.com/album/ace-original-motion-picture-soundtrack/B11jkjNAuTw_'}",,2024-05-17,149,https://aac.saavncdn.com/944/7d30841448edf70401267553a27b025c_320.mp4,
GHHgFviV,Idhayam Ulle Vaa,320kbps,CQACAgUAAxkDAAIDW2hWHQ_K-clbsFmBrBVIyaT5TKllAAJAFwACp_SwVoojhZ_aKA3iNgQ,AgADQBcAAqf0sFY,AgACAgUAAxkDAAIBp2hVmV2GRbZsDE20vkf-ONebhLqQAAIOxDEbp_SwVi-IAnuVVIYWAQADAgADeAADNgQ,AQADDsQxG6f0sFZ9,"{'id': '64818680', 'name': 'Kingdom - Tamil', 'url': 'https://www.jiosaavn.com/album/kingdom-tamil/T7gOl69alB4_'}",,2025-05-22,220,https://aac.saavncdn.com/117/38a964ca8509cedb361c39025ed414f1_320.mp4,
olhLNwju,Maatikkinaaru Orutharu,320kbps,CQACAgUAAxkDAAIDX2hWHTCPquxtCs6m3bRf1eC9mhxXAAJDFwACp_SwVov5grfKjISSNgQ,AgADQxcAAqf0sFY,AgACAgUAAxkDAAIBo2hVmUldiBot7q5GSHXDi2PnkM8nAAIMxDEbp_SwVjxOEPhz4fiFAQADAgADeAADNgQ,AQADDMQxG6f0sFZ9,"{'id': '60900973', 'name': 'Dragon', 'url': 'https://www.jiosaavn.com/album/dragon/cQmQhIXCJjI_'}",,2025-01-02,200,https://aac.saavncdn.com/236/b43bde71cfe929a9f3dd9ba314876357_320.mp4,
8Q1DO8t1,Haiyodi,320kbps,CQACAgUAAxkDAAIDZ2hWHX1QSwFFUtbdYMFe-V77YI4_AAJJFwACp_SwVmTCM0puvLY7NgQ,AgADSRcAAqf0sFY,AgACAgUAAxkDAAIBrWhVmYbqK_DA7cD-u0YkDaN4581JAAIPxDEbp_SwVu4inA7hs4HWAQADAgADeAADNgQ,AQADD8QxG6f0sFZ9,"{'id': '62391790', 'name': 'Haiyodi (From &quot;Mr.X&quot;)', 'url': 'https://www.jiosaavn.com/album/haiyodi-from-mr.x/N7KGgaYfCr4_'}",,2025-02-27,266,http://aac.saavncdn.com/745/9d6f50956c9068dbed0da2759ad46851_320.mp4,
M4pBNXKd,The OG Thug,320kbps,CQACAgUAAxkDAAIDamhWHYgtTx6oyj8CCC-K-3Ybw1PwAAJLFwACp_SwVme7qXGEPoBINgQ,AgADSxcAAqf0sFY,AgACAgUAAxkDAAIBr2hVmZdVXvWqP2-Qd_hM7oBdSwJLAAIQxDEbp_SwVvVNtddaSdNdAQADAgADeAADNgQ,AQADEMQxG6f0sFZ9,"{'id': '63980718', 'name': 'The OG Thug (From &quot;Thug Life&quot;) (Tamil)', 'url': 'https://www.jiosaavn.com/album/the-og-thug-from-thug-life-tamil/9SU,x5vW5UE_'}",,2025-04-22,42,http://aac.saavncdn.com/481/b0131a8a6f5b51164115a7c2334e5768_320.mp4,
E997RaoV,Taara Taara,320kbps,CQACAgUAAxkDAAIDbWhWHZ3iPt734lEg4X2zNHtrRFhVAAJNFwACp_SwVoKgsmIE7NAsNgQ,AgADTRcAAqf0sFY,AgACAgUAAxkDAAIBsWhVmZysItB17_rfW_4MRDiVViBFAAIRxDEbp_SwViw7Q6F37h-cAQADAgADeAADNgQ,AQADEcQxG6f0sFZ9,"{'id': '64949012', 'name': 'Taara Taara (From &quot;Hari Hara Veera Mallu&quot;) [Telugu]', 'url': 'https://www.jiosaavn.com/album/taara-taara-from-hari-hara-veera-mallu-telugu/QcHSHx4SO4A_'}",,2025-05-28,237,http://aac.saavncdn.com/240/4f5b7ccbb93f8bfb4e907dca41c7af53_320.mp4,
rA8WiBZE,Thurigaiye Thurigaiye,320kbps,CQACAgUAAxkDAAIDcGhWHbcMx6qbO-eGpPLNxtPPEAmrAAJPFwACp_SwVoz6bzCK9Pc2NgQ,AgADTxcAAqf0sFY,AgACAgUAAxkDAAIBs2hVmatwq694nYP2cbAPp4fbKb88AAISxDEbp_SwVpruBP5tKEM1AQADAgADeAADNgQ,AQADEsQxG6f0sFZ9,"{'id': '63507591', 'name': 'Aghathiyaa - Tamil', 'url': 'https://www.jiosaavn.com/album/aghathiyaa-tamil/ULIwa5BXG4U_'}",,2025-04-05,224,http://aac.saavncdn.com/747/534032066040f342fac01a0592b66418_320.mp4,
FrNy4Ob7,Pulla,320kbps,CQACAgUAAxkDAAIDc2hWHdAJP-RmCVrpcpVCcyT2j29lAAJRFwACp_SwVid_YGiMsx7QNgQ,AgADURcAAqf0sFY,AgACAgUAAxkDAAIBmWhVmRIYkzHzuBZaCrtxyqUnS1bfAAIIxDEbp_SwVg1jpRAmyFNTAQADAgADeAADNgQ,AQADCMQxG6f0sFZ9,"{'id': '63325801', 'name': 'Nilavuku En Mel Ennadi Kobam', 'url': 'https://www.jiosaavn.com/album/nilavuku-en-mel-ennadi-kobam/csaLnKJZDcI_'}",,2025-04-01,186,http://aac.saavncdn.com/289/5db08bcc061f2acc39747b0cbcbba338_320.mp4,
lYf3uzEZ,Pathikichu,320kbps,CQACAgUAAxkDAAIDeGhWHgYo_1iEE1iWZ__y-GSc5zI_AAJVFwACp_SwVkDr2osF8SlFNgQ,AgADVRcAAqf0sFY,AgACAgUAAxkDAAIBt2hVmcDL_mf0yi42xWQ3-lVC5T92AAITxDEbp_SwVpo5zLiVBfyoAQADAgADeAADNgQ,AQADE8QxG6f0sFZ9,"{'id': '62094435', 'name': 'Vidaamuyarchi', 'url': 'https://www.jiosaavn.com/album/vidaamuyarchi/JXq2sUX4gA0_'}",,2025-02-17,208,https://aac.saavncdn.com/113/c7845ec83ddfebb5308b1508f3101d46_320.mp4,
KA6UFUrq,I'm from Ulundurpettai,320kbps,CQACAgUAAxkDAAIDe2hWHht6KSG_oZXynyxu7cSCA5IuAAJXFwACp_SwVheGXHipAeNDNgQ,AgADVxcAAqf0sFY,AgACAgUAAxkDAAIBuWhVmc8zkWBuyvLp3mx4DjtUBrWLAAIUxDEbp_SwVkD5b4BkjWQJAQADAgADeAADNgQ,AQADFMQxG6f0sFZ9,"{'id': '63092579', 'name': ""I'm from Ulundurpettai (From &quot;Yolo&quot;)"", 'url': 'https://www.jiosaavn.com/album/im-from-ulundurpettai-from-yolo/dIGUomFm,pQ_'}",,2025-03-22,217,https://aac.saavncdn.com/360/13bda6715c4038280eaa0481122a9e62_320.mp4,
jATj2gp9,Kaatrin Viral,320kbps,CQACAgUAAxkDAAIDfmhWHjRp7FtkqS5JUG-9zDegePq_AAJaFwACp_SwVipqez5XJjRYNgQ,AgADWhcAAqf0sFY,AgACAgUAAxkDAAIBu2hVmdxRW3fhgYK1d3hzgUSHxlGZAAIVxDEbp_SwVlfSYl9cHScOAQADAgADeAADNgQ,AQADFcQxG6f0sFZ9,"{'id': '60966442', 'name': 'Kaatrin Viral (From &quot;Aghathiyaa&quot;)', 'url': 'https://www.jiosaavn.com/album/kaatrin-viral-from-aghathiyaa/qMoJtW31MK0_'}",,2025-01-05,209,http://aac.saavncdn.com/591/954fb1f6cc25983d422d82ad5ad44412_320.mp4,
FrhgBqXt,En Kadhaa,320kbps,CQACAgUAAxkDAAIDgWhWHkyg6EZic7a318K6_aUcf_woAAJcFwACp_SwVtY0yPfBjicKNgQ,AgADXBcAAqf0sFY,AgACAgUAAxkDAAIBvWhVmektZVRda9eWGwQf1IkauM05AAIWxDEbp_SwVnYoE5vaxoKOAQADAgADeAADNgQ,AQADFsQxG6f0sFZ9,"{'id': '64759930', 'name': 'En Kadhaa (Tamil)', 'url': 'https://www.jiosaavn.com/album/en-kadhaa-tamil/pZaKCb-lCSc_'}",,2025-06-06,194,http://aac.saavncdn.com/017/1dc2202dd3314b931fe540ab543a66b2_320.mp4,
E8ksGv9l,Chikitu Vibe,320kbps,CQACAgUAAxkDAAIDhGhWHmB4fvgEkYD5Eyy4A4BOE0jvAAJeFwACp_SwVkjFSGEqabZrNgQ,AgADXhcAAqf0sFY,AgACAgUAAxkDAAIBv2hVmfLiRzdc9GJ4PMh9A5MieYxbAAIXxDEbp_SwVoYy8fzMgB6RAQADAgADeAADNgQ,AQADF8QxG6f0sFZ9,"{'id': '60445359', 'name': 'Chikitu Vibe (From &quot;Coolie&quot;)', 'url': 'https://www.jiosaavn.com/album/chikitu-vibe-from-coolie/Kz0MZV9vpfs_'}",,2024-12-12,56,http://aac.saavncdn.com/006/f199277259ca687f81b09de8d3bfb172_320.mp4,
NAYvkjYE,Sithira Puthiri,320kbps,CQACAgUAAxkDAAIDh2hWHoT3gq69MUpEY7wgAxS1xszFAAJgFwACp_SwVkGXcckrmMn5NgQ,AgADYBcAAqf0sFY,AgACAgUAAxkDAAIBwWhVmfk_F4PzWPUIKbDOVQ5Ejof6AAIYxDEbp_SwVqVpjd1erX-QAQADAgADeAADNgQ,AQADGMQxG6f0sFZ9,"{'id': '61647396', 'name': 'Sithira Puthiri from Think Indie', 'url': 'https://www.jiosaavn.com/album/sithira-puthiri-from-think-indie/J23gKLbgUKU_'}",,2025-01-31,226,http://aac.saavncdn.com/346/aa076ad8f468702541506a760f837c00_320.mp4,
F-56awXj,Coolie Disco,320kbps,CQACAgUAAxkDAAIDimhWHqbWCCXCnX2Qutylq14AAbuQKwACYhcAAqf0sFbZks-db7g-cDYE,AgADYhcAAqf0sFY,AgACAgUAAxkDAAIBw2hVmgcMhm44yWUUtcUqTJVKdyLcAAIZxDEbp_SwVuqHkslb3hctAQADAgADeAADNgQ,AQADGcQxG6f0sFZ9,"{'id': '53752959', 'name': 'Coolie Disco (From &quot;Coolie&quot;)', 'url': 'https://www.jiosaavn.com/album/coolie-disco-from-coolie/Vleie6DKXDg_'}",,2024-04-24,129,http://aac.saavncdn.com/981/666224eb648abe9d618e0bf201f506e0_320.mp4,
av5pvJkB,Kalloorum,320kbps,CQACAgUAAxkDAAIDjWhWHsmWdR7w91TZhwIRkUvSwzU-AAJkFwACp_SwVhbnC4TQQHr0NgQ,AgADZBcAAqf0sFY,AgACAgUAAxkDAAIBxWhVmhS9QaYavlL816Fgd603fnJ7AAIaxDEbp_SwVm85iRjyLrZ1AQADAgADeAADNgQ,AQADGsQxG6f0sFZ9,"{'id': '53760084', 'name': 'Veera Dheera Sooran', 'url': 'https://www.jiosaavn.com/album/veera-dheera-sooran/3okVGg5AmK8_'}",,2024-04-24,212,https://aac.saavncdn.com/986/b52b0d50b97bd72b35dc17c8dfa52fac_320.mp4,
